PID,Att (Variation),SKU,ASIN (To Populate),Link to Amazon,Amazon Title,Country of Origin,# Product Reviews,Avg Star Rating,Seasonality,Category,Subcategory,Category>Subcategory,Amazon Ranking (within Category) - not available (Project participants can fill in manually),Sales Rating (internal - nonAmazon),Sale Price,Inv Qty End of Period (Jul 30 - Aug 5),Traffic Jul 30 - Aug 5,Conversion Rate Jul 30 - Aug 5,Order Qty Rate Jul 30 - Aug 5,Quantity Aug 19 - Aug 26,Traffic Aug 19 - Aug 26,Conversion Rate Aug 19 - Aug 26,Order Qty Rate,Quantity Sep 2 - Sep 9,Traffic Sep 2 - Sep 9,Conversion Rate Sep 2 - Sep 9,Order Qty Rate,Quantity Sep 9 - Sep 16,Traffic Sep 9 - Sep 16,Conversion Rate Sep 9 - Sep 16,Order Qty Rate,Quantity Sep 16 - Sep 23,Traffic Sep 16 - Sep 23,Conversion Rate Sep 16 - Sep 23,Order Qty Rate,Quantity Sep 23 - Oct 2,Traffic Sep 23 - Oct 2,Conversion Rate Sep 23 - Oct 2,Order Qty Rate,Quantity Oct 2 - Oct 9,Traffic Sep 23 - Oct 2 - Oct 9,Conversion Rate Sep 23 - Oct 2 - Oct 9,Order Qty Rate,Keywords Provided to Amazon
213854,,213854,B016WRZIIS,https://www.amazon.com/dp/B016WRZIIS,NOVICA Artisan Handmade .925 Sterling Silver Heart Earrings Fair Trade Recon Turquoise Reconstituted Blue Dangle Indonesia 'Frangipani Hearts',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$22.09,28,,,,25,3,33.33,1,25,4,0,0,24,7,14.29,1,17,7,28.57,2,17,8,0,0,4,0,0,0,
95385,,95385,B000BDN7ZQ,https://www.amazon.com/dp/B000BDN7ZQ,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Indonesia 'Midnight Rapture',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$38.24,5,4,0,,5,4,0,0,5,1,0,0,5,4,0,0,5,2,0,0,5,4,0,0,3,4,50,2,
201946,,201946,B00BFX51V4,https://www.amazon.com/dp/B00BFX51V4,NOVICA Handmade .925 Sterling Silver Hoop Earrings 925 Simply Classic No Stone Peru [1.3 in L x 1.3 in W] 'Minimalist Magic',Andes,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$54.99,7,,,,6,0,0,0,6,0,0,0,6,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,
247940,,247940,B01D1WD1BS,https://www.amazon.com/dp/B01D1WD1BS,NOVICA Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted Balinese 2.6 Inch Indonesia Modern [2.8 in L x 2.6 in W x 0.2 in D] 'Moonlit Goddess'(2.6 Inch),Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$71.24,17,,,,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,17,0,0,0,
311213,,311213,B07B6HL567,https://www.amazon.com/dp/B07B6HL567,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings from Bali Indonesia 'Lightweight Feeling',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$35.99,10,11,9.1,,8,9,11.11,1,7,14,7.14,1,5,25,8,2,5,11,0,0,11,15,0,0,12,16,6.25,1,
375444,,375444,B09T6XFF64,https://www.amazon.com/dp/B09T6XFF64,NOVICA Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted from Bali No Stone Indonesia [1.4 in L x 0.1 in W x 0.8 in D] 'Elegant Beauty',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$42.74,4,1,0,,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178346,,178346,B004SHUKB0,https://www.amazon.com/dp/B004SHUKB0,NOVICA Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted from Peru [2 in H x 1.9 in Diam.] 'Luminous Orbits',Andes,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$55.99,9,1,0,,9,0,0,0,9,0,0,0,9,0,0,0,9,1,0,0,9,0,0,0,9,0,0,0,
269236,,269236,B01H2JDGJ8,https://www.amazon.com/dp/B01H2JDGJ8,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted Mazahua Style Mexico Sharkskin Animal Themed 'Mazahua Lovebirds',Mexico,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$116.99,8,29,0,,6,25,4,1,7,40,0,0,6,23,4.35,1,5,43,2.33,1,8,47,2.13,1,8,0,0,0,
218118,,218118,B01D3OGRTC,https://www.amazon.com/dp/B01D3OGRTC,NOVICA Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted No Stone Thailand Modern [1.8 in L x 1.8 in W] 'Minimalist Square',Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$34.99,37,,,,37,1,0,0,37,0,0,0,37,0,0,0,36,0,0,0,35,1,0,0,35,0,0,0,
218119,,218119,B01G61C6TY,https://www.amazon.com/dp/B01G61C6TY,NOVICA Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted No Stone Thailand Modern [2.2 in Diam.] 'Minimalist Cycle',Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$34.99,6,,,,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,
250973,,250973,B01D1WDR8U,https://www.amazon.com/dp/B01D1WDR8U,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Artisan Crafted Style Statement Indonesia Bohemian Moon Balinese Traditional 'Moon Sliver',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$42.49,59,65,6.2,,56,38,0,0,53,59,1.69,1,50,49,6.12,3,49,42,4.76,2,48,50,2,1,46,45,2.22,1,
386004,,386004,B09T6XX4B3,https://www.amazon.com/dp/B09T6XX4B3,NOVICA Handmade .925 Sterling Silver Hoop Earrings Balinese Indonesia [0.8 in L x 0 in W x 1 in D] 'Amazing Curves',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$31.49,8,2,0,,7,0,0,0,5,6,0,0,3,3,0,0,3,2,0,0,2,3,0,0,2,0,0,0,
386006,,386006,B09T6XVLY2,https://www.amazon.com/dp/B09T6XVLY2,NOVICA Handmade .925 Sterling Silver Hoop Earrings Balinese No Stone Indonesia 'Floral Curves',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$31.49,21,,,,17,0,0,0,17,0,0,0,16,0,0,0,15,1,0,0,15,1,0,0,14,0,0,0,
258808,,258808,B01CRMZGNE,https://www.amazon.com/dp/B01CRMZGNE,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Balinese Style Crescent Indonesia Moon 'Moonlit Garden',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$45.59,2,9,0,,8,10,10,1,8,7,0,0,8,7,0,0,7,7,14.29,1,6,8,12.5,1,5,14,7.14,1,
203991,,203991,B00BFX2ZT0,https://www.amazon.com/dp/B00BFX2ZT0,NOVICA Handmade .925 Sterling Silver Hoop Earrings Collectible No Stone Mexico [1.2 in L x 0.9 in W] 'Magical Mitla',Mexico,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$87.99,4,1,0,,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,
263915,,263915,B01D3OGSM8,https://www.amazon.com/dp/B01D3OGSM8,NOVICA Handmade .925 Sterling Silver Hoop Earrings Crafted Hammered Mexico Taxco [1.6 in L x 1.4 in W] 'Rustic Elegance',Mexico,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$74.99,1,,,,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,
163622,,163622,B002HWIXDU,https://www.amazon.com/dp/B002HWIXDU,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Floral Indonesia 'Bali Paradise',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$50.99,68,19,5.3,,62,15,13.33,2,63,27,0,0,63,33,0,0,62,19,5.26,1,57,26,19.23,5,55,19,10.53,2,
307199,,307199,B079YKJXYF,https://www.amazon.com/dp/B079YKJXYF,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Floral Pointed from Bali Indonesia 'Floral Points',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$29.99,41,96,5.2,,87,126,6.35,8,79,107,6.54,7,90,86,4.65,4,186,92,3.26,3,182,85,4.71,4,176,110,5.45,6,
415283,,415283,B0BGT4BSV2,https://www.amazon.com/dp/B0BGT4BSV2,NOVICA Handmade .925 Sterling Silver Hoop Earrings from Bali No Stone Indonesia [0.7 in L x 0.7 in W x 0.1 in D] 'Endless in Silver',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$54.95,9,,,,46,1,0,0,44,0,0,0,42,0,0,0,42,0,0,0,62,0,0,0,61,0,0,0,
380821,,380821,B0C4YKJLN6,https://www.amazon.com/dp/B0C4YKJLN6,NOVICA Handmade .925 Sterling Silver Hoop Earrings from Costa Rica No Stone Animal Themed 'Shimmering Butterflies',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$54.99,5,,,,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,
377043,,377043,B087X84KRK,https://www.amazon.com/dp/B087X84KRK,NOVICA Handmade .925 Sterling Silver Hoop Earrings Hammered Taxco from Mexico No Stone [1.6 in L x 0.7 in W x 0.2 in D] 'Rings of Freedom',Mexico,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$99.99,2,,,,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,2,0,0,0,
323624,,323624,B07D9X8C3G,https://www.amazon.com/dp/B07D9X8C3G,NOVICA Handmade .925 Sterling Silver Hoop Earrings Modern from Bali Indonesia [1.2 in L x 0.7 in W x 0.7 in D] 'Modern Curls',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$66.49,20,5,0,,20,4,0,0,18,6,0,0,17,7,14.29,1,16,11,9.09,1,16,6,0,0,16,0,0,0,
362871,,362871,B081TDLVW9,https://www.amazon.com/dp/B081TDLVW9,NOVICA Handmade .925 Sterling Silver Hoop Earrings Modern from Bali Indonesia [2 in L x 0.1 in W x 2 in D] 'Crescent Soul',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$68.63,5,6,0,,7,1,0,0,7,0,0,0,7,2,0,0,6,1,0,0,6,7,0,0,5,0,0,0,
220985,,220985,B01F84JHV0,https://www.amazon.com/dp/B01F84JHV0,NOVICA Handmade .925 Sterling Silver Hoop Earrings Modern No Stone Peru [1.2 in L x 1.1 in W] 'Goddess of Fertility',Andes,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$39.99,11,2,0,,11,2,0,0,11,2,0,0,11,0,0,0,11,0,0,0,11,0,0,0,10,0,0,0,
220979,,220979,B01D93GV16,https://www.amazon.com/dp/B01D93GV16,NOVICA Handmade .925 Sterling Silver Hoop Earrings Modern No Stone Peru [1.7 in Diam.] 'Goddess of Health',Andes,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$59.99,8,,,,6,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,
307939,,307939,B079YZGCH4,https://www.amazon.com/dp/B079YZGCH4,NOVICA Handmade .925 Sterling Silver Hoop Earrings One Inch Diameter Indonesia [1.1 in L x 1 in W] 'on Rotation'1 Inch,Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$29.99,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223382,,223382,B01D1WDI34,https://www.amazon.com/dp/B01D1WDI34,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Ornate Balinese Indonesia 'Bali Origin',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$42.49,2,8,0,,17,1,0,0,16,9,11.11,1,14,18,11.11,2,12,19,10.53,2,19,20,0,0,19,0,0,0,
258809,,258809,B01CRN10VK,https://www.amazon.com/dp/B01CRN10VK,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Ornately Detailed 925 Statement Indonesia 'Garden of Eden',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$44.95,21,33,0,,12,72,2.78,2,11,48,0,0,11,32,0,0,21,33,0,0,11,26,0,0,21,0,0,0,
420841,,420841,B0C4YM62PS,https://www.amazon.com/dp/B0C4YM62PS,NOVICA Handmade .925 Sterling Silver Hoop Earrings Saddleback from Bali Indonesia [ 1.6 in L x 0.9 in W x 0.1 in D] 'Lovely Arrival',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$66.49,2,,,,2,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
355420,,355420,B0C6NR3WZK,https://www.amazon.com/dp/B0C6NR3WZK,NOVICA Handmade .925 Sterling Silver Hoop Earrings Sand blasted from Peru [0.6 in L x 0.6 in W x 0.1 in D] 'Classic Gleam',Andes,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$44.99,6,,,,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,
377700,,377700,B086RG7JZ5,https://www.amazon.com/dp/B086RG7JZ5,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Thailand 'Thai Intricacy'(Set of 3),Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$54.99,8,,,,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,
173165,,173165,B004VUB9FA,https://www.amazon.com/dp/B004VUB9FA,NOVICA Handmade .925 Sterling Silver Hoop Earrings Thailand [1.1 in L x 0.9 in W x 0.2 in D] 'Modern Treasure',Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$57.99,16,2,0,,15,1,0,0,13,1,0,0,13,3,0,0,13,2,0,0,11,1,0,0,11,0,0,0,
377698,,377698,B086RHCT8L,https://www.amazon.com/dp/B086RHCT8L,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Traditional Thai Thailand 'Traditional Thailand'(Set of 3),Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$44.99,15,,,,15,1,0,0,14,2,0,0,14,1,0,0,14,0,0,0,14,0,0,0,14,0,0,0,
310740,,310740,B07B6GHBF5,https://www.amazon.com/dp/B07B6GHBF5,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Tribal Style from Bali Indonesia 'Tribal Fire',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$33.99,1,6,0,,16,2,0,0,16,3,0,0,15,6,16.67,1,15,2,0,0,22,4,25,1,23,0,0,0,
184911,,184911,B005GLGIMM,https://www.amazon.com/dp/B005GLGIMM,NOVICA Artisan Handmade .925 Sterling Silver Hoop Earrings Unique Indonesia 'Moonlit Goddess'(2 Inch),Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$35.99,14,8,12.5,,14,7,0,0,14,3,0,0,14,3,0,0,14,1,0,0,14,3,0,0,14,0,0,0,
421751,,421751,B0C4YL42KC,https://www.amazon.com/dp/B0C4YL42KC,NOVICA Handmade .925 Sterling Silver Hoop Earrings with Shining Drops Indonesia [1.5 in L x 0.7 in W x 0.1 in D] 'Arch of Tears',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$45.59,11,,,,10,0,0,0,10,0,0,0,10,0,0,0,10,1,0,0,10,0,0,0,10,0,0,0,
425055,,425055,B0C6274FFL,https://www.amazon.com/dp/B0C6274FFL,NOVICA Handmade .925 Sterling Silver Horn Garnet Dangle Earrings Bat from Bali Black Tone Red Indonesia Balinese Traditional Birthstone Bohemian Animal Themed Gemstone [2 in L x 1.2 in W x 0.2 in D],Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$56.99,14,,,,12,0,0,0,10,0,0,0,9,3,0,0,8,5,20,1,7,3,0,0,7,0,0,0,
425058,,425058,B0C629RD1X,https://www.amazon.com/dp/B0C629RD1X,NOVICA Handmade .925 Sterling Silver Horn Garnet Dangle Earrings Cat from Bali Tone Indonesia Painted Abstract [1.8 in L x 0.6 in W x 0.2 in D] 'Abstract Cats',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$47.49,10,,,,9,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,9,1,0,0,9,0,0,0,
425136,,425136,B0C626PQ5V,https://www.amazon.com/dp/B0C626PQ5V,NOVICA Handmade .925 Sterling Silver Horn Garnet Dangle Earrings Wing from Bali Tone Indonesia Painted Floral Leaf Tree [3.1 in L x 1.1 in W x 0.2 in D] 'Wings of Devil',Bali and Java,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$50.99,19,,,,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,
322814,,322814,B07D9XCLTH,https://www.amazon.com/dp/B07D9XCLTH,NOVICA Handmade .925 Sterling Silver Jade Aventurine Dangle Earrings from Guatemala Beaded [1.6 in L x 0.3 in W x 0.3 in D] 'Earthen Fruits',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$59.99,5,,,,4,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,
297925,,297925,B072YS94TM,https://www.amazon.com/dp/B072YS94TM,NOVICA Handmade .925 Sterling Silver Jade Button Earrings Dark Green Oval from Guatemala [0.6 in L x 0.5 in W] 'Oval Simplicity in Dark Green',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$47.99,5,,,,5,0,0,0,4,1,0,0,4,2,50,1,4,0,0,0,4,0,0,0,4,0,0,0,
226825,,226825,B01D1WCGDC,https://www.amazon.com/dp/B01D1WCGDC,NOVICA Artisan Handmade Jade Dangle Earrings Artisan Crafted .925 Sterling Silver Black Guatemala 'Black Tear',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$67.99,4,2,0,,4,2,0,0,4,2,0,0,4,1,0,0,4,1,0,0,4,1,0,0,4,0,0,0,
310234,,310234,B07B6G8L56,https://www.amazon.com/dp/B07B6G8L56,NOVICA Handmade .925 Sterling Silver Jade Dangle Earrings Cat Black from Guatemala Green Animal Themed Halloween [1.7 in L x 0.5 in W] 'Cats of Love in Black',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$87.99,9,3,0,,9,1,0,0,9,0,0,0,9,0,0,0,9,2,0,0,9,0,0,0,8,0,0,0,
310231,,310231,B0C77ZC6DC,https://www.amazon.com/dp/B0C77ZC6DC,NOVICA Handmade .925 Sterling Silver Jade Dangle Earrings Cat Dark Green from Guatemala Animal Themed [1.7 in L x 0.5 in W] 'Cats of Love in Dark Green',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$87.99,17,2,0,,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,
310225,,310225,B005C95GEE,https://www.amazon.com/dp/B005C95GEE,NOVICA Handmade .925 Sterling Silver Jade Dangle Earrings Cat Light Green from Guatemala Animal Themed [1.7 in L x 0.5 in W] 'Cats of Love in Light Green',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$87.99,6,1,0,,6,0,0,0,6,2,0,0,6,0,0,0,6,0,0,0,6,1,0,0,6,0,0,0,
325976,,325976,B07D9WQ7PK,https://www.amazon.com/dp/B07D9WQ7PK,NOVICA Artisan Handmade Jade Dangle Earrings Dark Green Cylindrical from Guatemala .925 Sterling Silver 'Dark Green Mayan Pillars',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$39.99,2,5,0,,1,3,0,0,1,5,0,0,1,6,0,0,1,5,0,0,1,4,0,0,9,9,11.11,1,
226911,,226911,B016X0QSSS,https://www.amazon.com/dp/B016X0QSSS,NOVICA Artisan Handmade Jade Dangle Earrings Fair Trade Mint Green Silver Sterling Guatemala Desert Sage Modern 'Maya Mint',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$67.99,8,3,0,,8,2,0,0,8,0,0,0,8,1,0,0,8,0,0,0,8,1,0,0,8,0,0,0,
208511,,208511,B016X3O58U,https://www.amazon.com/dp/B016X3O58U,NOVICA Artisan Handmade Jade Dangle Earrings .925 Sterling Silver Green Guatemala Moon 'Mixco Moon',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$62.99,29,29,0,,27,14,7.14,1,23,28,7.14,2,23,26,7.69,2,23,21,0,0,34,17,0,0,35,0,0,0,
216758,,216758,B01D1WDKK0,https://www.amazon.com/dp/B01D1WDKK0,NOVICA Handmade .925 Sterling Silver Jade Dangle Earrings Guatemalan Light Green Floral [1.5 in L x 0.5 in W] 'Diamond Dahlia',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$69.99,2,,,,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,
258317,,258317,B0855M6WSC,https://www.amazon.com/dp/B0855M6WSC,NOVICA Artisan Handmade Jade Dangle Earrings Minimalist Silver Apple Green Artisan Sterling Guatemala Modern 'Abstract Square',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$71.99,6,5,0,,6,7,0,0,6,0,0,0,6,2,0,0,6,2,0,0,6,0,0,0,6,0,0,0,
312353,,312353,B07D9XSMSJ,https://www.amazon.com/dp/B07D9XSMSJ,NOVICA Handmade .925 Sterling Silver Jade Dangle Earrings Pale Green Tear drop Guatemala [2 in L x 0.6 in W x 0.2 in D] 'Subtle Dewdrops',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$55.99,2,1,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
230309,,230309,B016X1T50U,https://www.amazon.com/dp/B016X1T50U,NOVICA Artisan Handmade Jade Dangle Earrings Silver Dolphin with Lilac Maya Sterling Guatemala Animal Themed Sea 'Lilac Dolphin',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$69.99,4,1,0,,4,1,0,0,4,1,0,0,4,2,0,0,4,3,0,0,4,1,0,0,4,0,0,0,
202021,,202021,B00E1TQT1K,https://www.amazon.com/dp/B00E1TQT1K,NOVICA Handmade .925 Sterling Silver Jade Heart Necklace Green Pendant Guatemala Romantic [18 in L x 0.6 in W] 'Love Immemorial',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$199.99,8,1,0,,8,0,0,0,8,0,0,0,8,0,0,0,8,1,0,0,8,0,0,0,8,0,0,0,
396752,,396752,B0BYPCCM27,https://www.amazon.com/dp/B0BYPCCM27,NOVICA Handmade .925 Sterling Silver Jade Hoop Earrings Artisan Black Guatemala Gemstone [1.4 in L x 1.2 in W x 0.2 in D] 'Synchronicity in Black',Central America,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$99.99,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
412846,,412846,B0CCYTYB92,https://www.amazon.com/dp/B0CCYTYB92,NOVICA Handmade Brown Macrame Bracelet with Light Green Jade Stone Pendant Guatemala Birthstone Gemstone Bohemian,Central America,No ASIN,No ASIN,,Jewelry,Bracelets,Jewelry>Bracelets,,A+,$29.99,144,,,,142,0,0,0,142,0,0,0,142,2,0,0,140,0,0,0,140,0,0,0,139,0,0,0,
382451,,382451,B08RB32CYY,https://www.amazon.com/dp/B08RB32CYY,NOVICA Handmade Unisex Black Cord Green Jade Bracelet Pendant Macrame Guatemala Gemstone 'Knotty',Central America,No ASIN,No ASIN,,Jewelry,Bracelets,Jewelry>Bracelets,,A+,$30.39,14,,,,13,2,0,0,13,1,0,0,13,1,0,0,13,0,0,0,13,0,0,0,12,0,0,0,
402899,,402899,B0CBN1BB14,https://www.amazon.com/dp/B0CBN1BB14,NOVICA Handmade .925 Sterling Silver Jade Pendant Necklace Adjustable Circular Dark Green from Guatemala Cotton Modern 'Circle of Love in Dark Green',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$47.99,4,,,,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,
304335,,304335,B079SQLJYP,https://www.amazon.com/dp/B079SQLJYP,NOVICA Handmade .925 Sterling Silver Jade Pendant Necklace Adjustable from Guatemala Cotton Green 'Mayan Ellipse',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$63.99,1,7,0,,1,12,0,0,0,3,33.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306046,,306046,B079YLHFS7,https://www.amazon.com/dp/B079YLHFS7,NOVICA Handmade .925 Sterling Silver Jade Pendant Necklace Apple Green Circular from Guatemala Cotton 'Circle of Love in Apple Green',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$39.99,5,1,0,,5,3,0,0,4,1,0,0,4,2,0,0,4,7,0,0,4,1,0,0,4,0,0,0,
289068,,289068,B06XT4M9VN,https://www.amazon.com/dp/B06XT4M9VN,NOVICA Artisan Handmade Jade Pendant Necklace .925 Sterling Silver from Guatemala Green Kale 'Light Green Forest Princess',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$89.99,23,34,2.9,,21,31,0,0,20,22,0,0,19,25,8,2,17,25,4,1,16,36,2.78,1,16,26,3.85,1,
304334,,304334,B079SMR77B,https://www.amazon.com/dp/B079SMR77B,NOVICA Artisan Handmade Jade Pendant Necklace Light Green Circular from Guatemala Cotton 'Mayan Circle of Love',Central America,No ASIN,No ASIN,,Jewelry,Necklaces,Jewelry>Necklaces,,A+,$47.99,27,130,3.1,,18,101,3.96,4,15,110,2.73,3,13,94,1.06,1,10,131,2.29,3,32,92,2.17,2,31,0,0,0,
285146,,285146,B01N6BAHIE,https://www.amazon.com/dp/B01N6BAHIE,NOVICA Artisan Handmade Jade Quartz Waterfall Earrings Multicolored .925 Sterling Silver Glass Bead Dangle Statement Thailand 'Earthy Blend',Thailand,No ASIN,No ASIN,,Jewelry,Earrings,Jewelry>Earrings,,A+,$59.95,136,98,2,,130,53,5.66,3,130,53,0,0,131,60,0,0,131,63,0,0,131,53,0,0,131,0,0,0,
